year,geoid,State,State abr.,County,share_creative_class
2014,28125,Mississippi,MS,Sharkey County,0.10942
2014,28127,Mississippi,MS,Simpson County,0.16956
2014,28129,Mississippi,MS,Smith County,0.15117
2014,28131,Mississippi,MS,Stone County,0.13449
2014,28133,Mississippi,MS,Sunflower County,0.11892
2014,28135,Mississippi,MS,Tallahatchie County,0.12299
2014,28137,Mississippi,MS,Tate County,0.15986
2014,28139,Mississippi,MS,Tippah County,0.12953
2014,28141,Mississippi,MS,Tishomingo County,0.15549
2014,28143,Mississippi,MS,Tunica County,0.11124
2014,28145,Mississippi,MS,Union County,0.1118
2014,28147,Mississippi,MS,Walthall County,0.12054
2014,28149,Mississippi,MS,Warren County,0.19463
2014,28151,Mississippi,MS,Washington County,0.19516
2014,28153,Mississippi,MS,Wayne County,0.10823
2014,28155,Mississippi,MS,Webster County,0.1351
2014,28157,Mississippi,MS,Wilkinson County,0.1055
2014,28159,Mississippi,MS,Winston County,0.15663
2014,28161,Mississippi,MS,Yalobusha County,0.10976
2014,28163,Mississippi,MS,Yazoo County,0.17891
2014,29001,Missouri,MO,Adair County,0.219
2014,29003,Missouri,MO,Andrew County,0.21202
2014,29005,Missouri,MO,Atchison County,0.16283
2014,29007,Missouri,MO,Audrain County,0.15446
2014,29009,Missouri,MO,Barry County,0.16106
2014,29011,Missouri,MO,Barton County,0.14352
2014,29013,Missouri,MO,Bates County,0.13124
2014,29015,Missouri,MO,Benton County,0.19004
2014,29017,Missouri,MO,Bollinger County,0.14203
2014,29019,Missouri,MO,Boone County,0.27534
2014,29021,Missouri,MO,Buchanan County,0.16238
2014,29023,Missouri,MO,Butler County,0.1623
2014,29025,Missouri,MO,Caldwell County,0.12608
2014,29027,Missouri,MO,Callaway County,0.20849
2014,29029,Missouri,MO,Camden County,0.27196
2014,29031,Missouri,MO,Cape Girardeau County,0.21126
2014,29033,Missouri,MO,Carroll County,0.12948
2014,29035,Missouri,MO,Carter County,0.19669
2014,29037,Missouri,MO,Cass County,0.24224
2014,29039,Missouri,MO,Cedar County,0.18092
2014,29041,Missouri,MO,Chariton County,0.14086
2014,29043,Missouri,MO,Christian County,0.24892
2014,29045,Missouri,MO,Clark County,0.15235
2014,29047,Missouri,MO,Clay County,0.26822
2014,29049,Missouri,MO,Clinton County,0.16092
2014,29051,Missouri,MO,Cole County,0.26501
2014,29053,Missouri,MO,Cooper County,0.15438
2014,29055,Missouri,MO,Crawford County,0.12375
2014,29057,Missouri,MO,Dade County,0.11851
2014,29059,Missouri,MO,Dallas County,0.1266
2014,29061,Missouri,MO,Daviess County,0.13398
2014,29063,Missouri,MO,DeKalb County,0.13963
2014,29065,Missouri,MO,Dent County,0.14686
2014,29067,Missouri,MO,Douglas County,0.12736
2014,29069,Missouri,MO,Dunklin County,0.11208
2014,29071,Missouri,MO,Franklin County,0.18785
2014,29073,Missouri,MO,Gasconade County,0.17071
2014,29075,Missouri,MO,Gentry County,0.13531
2014,29077,Missouri,MO,Greene County,0.24211
2014,29079,Missouri,MO,Grundy County,0.12555
2014,29081,Missouri,MO,Harrison County,0.1245
2014,29083,Missouri,MO,Henry County,0.15931
2014,29085,Missouri,MO,Hickory County,0.16692
2014,29087,Missouri,MO,Holt County,0.15579
2014,29089,Missouri,MO,Howard County,0.15113
2014,29091,Missouri,MO,Howell County,0.1663
2014,29093,Missouri,MO,Iron County,0.1363
2014,29095,Missouri,MO,Jackson County,0.25197
2014,29097,Missouri,MO,Jasper County,0.18382
2014,29099,Missouri,MO,Jefferson County,0.19588
2014,29101,Missouri,MO,Johnson County,0.17923
2014,29103,Missouri,MO,Knox County,0.15903
2014,29105,Missouri,MO,Laclede County,0.14063
2014,29107,Missouri,MO,Lafayette County,0.18031
2014,29109,Missouri,MO,Lawrence County,0.14917
2014,29111,Missouri,MO,Lewis County,0.11135
2014,29113,Missouri,MO,Lincoln County,0.17722
2014,29115,Missouri,MO,Linn County,0.15444
2014,29117,Missouri,MO,Livingston County,0.14571
2014,29119,Missouri,MO,McDonald County,0.16075
2014,29121,Missouri,MO,Macon County,0.14109
2014,29123,Missouri,MO,Madison County,0.15657
2014,29125,Missouri,MO,Maries County,0.14074
2014,29127,Missouri,MO,Marion County,0.14965
2014,29129,Missouri,MO,Mercer County,0.14563
2014,29131,Missouri,MO,Miller County,0.17463
2014,29133,Missouri,MO,Mississippi County,0.10295
2014,29135,Missouri,MO,Moniteau County,0.17898
2014,29137,Missouri,MO,Monroe County,0.16835
2014,29139,Missouri,MO,Montgomery County,0.11397
2014,29141,Missouri,MO,Morgan County,0.14802
2014,29143,Missouri,MO,New Madrid County,0.10783
2014,29145,Missouri,MO,Newton County,0.1828
2014,29147,Missouri,MO,Nodaway County,0.14749
2014,29149,Missouri,MO,Oregon County,0.125
2014,29151,Missouri,MO,Osage County,0.17249
2014,29153,Missouri,MO,Ozark County,0.11176
2014,29155,Missouri,MO,Pemiscot County,0.10182
2014,29157,Missouri,MO,Perry County,0.13376
2014,29159,Missouri,MO,Pettis County,0.15132
2014,29161,Missouri,MO,Phelps County,0.22652
2014,29163,Missouri,MO,Pike County,0.16798
2014,29165,Missouri,MO,Platte County,0.31365
2014,29167,Missouri,MO,Polk County,0.16707
2014,29169,Missouri,MO,Pulaski County,0.14598
2014,29171,Missouri,MO,Putnam County,0.18851
2014,29173,Missouri,MO,Ralls County,0.14398
2014,29175,Missouri,MO,Randolph County,0.18546
2014,29177,Missouri,MO,Ray County,0.1578
2014,29179,Missouri,MO,Reynolds County,0.10183
2014,29181,Missouri,MO,Ripley County,0.08054
2014,29183,Missouri,MO,St. Charles County,0.3115
2014,29185,Missouri,MO,St. Clair County,0.18564
2014,29186,Missouri,MO,Ste. Genevieve County,0.15567
2014,29187,Missouri,MO,St. Francois County,0.16546
2014,29189,Missouri,MO,St. Louis County,0.31507
2014,29195,Missouri,MO,Saline County,0.12955
2014,29197,Missouri,MO,Schuyler County,0.13123
2014,29199,Missouri,MO,Scotland County,0.1445
2014,29201,Missouri,MO,Scott County,0.13602
2014,29203,Missouri,MO,Shannon County,0.13692
2014,29205,Missouri,MO,Shelby County,0.12199
2014,29207,Missouri,MO,Stoddard County,0.14545
2014,29209,Missouri,MO,Stone County,0.21002
2014,29211,Missouri,MO,Sullivan County,0.12696
2014,29213,Missouri,MO,Taney County,0.23287
2014,29215,Missouri,MO,Texas County,0.11543
2014,29217,Missouri,MO,Vernon County,0.16233
2014,29219,Missouri,MO,Warren County,0.21325
2014,29221,Missouri,MO,Washington County,0.12844
2014,29223,Missouri,MO,Wayne County,0.19783
2014,29225,Missouri,MO,Webster County,0.14647
2014,29227,Missouri,MO,Worth County,0.17904
2014,29229,Missouri,MO,Wright County,0.12471
2014,29510,Missouri,MO,St. Louis city,0.24083
2014,30001,Montana,MT,Beaverhead County,0.27353
2014,30003,Montana,MT,Big Horn County,0.13918
2014,30005,Montana,MT,Blaine County,0.1383
2014,30007,Montana,MT,Broadwater County,0.1754
2014,30009,Montana,MT,Carbon County,0.17653
2014,30011,Montana,MT,Carter County,0.13475
2014,30013,Montana,MT,Cascade County,0.20297
2014,30015,Montana,MT,Chouteau County,0.13078
2014,30017,Montana,MT,Custer County,0.17572
2014,30019,Montana,MT,Daniels County,0.15429
2014,30021,Montana,MT,Dawson County,0.1893
2014,30023,Montana,MT,Deer Lodge County,0.13654
2014,30025,Montana,MT,Fallon County,0.16149
2014,30027,Montana,MT,Fergus County,0.1885
2014,30029,Montana,MT,Flathead County,0.23527
2014,30031,Montana,MT,Gallatin County,0.30398
2014,30033,Montana,MT,Garfield County,0.1
2014,30035,Montana,MT,Glacier County,0.13752
2014,30037,Montana,MT,Golden Valley County,0.10127
2014,30039,Montana,MT,Granite County,0.15957
2014,30041,Montana,MT,Hill County,0.19135
2014,30043,Montana,MT,Jefferson County,0.29531
2014,30045,Montana,MT,Judith Basin County,0.13483
2014,30047,Montana,MT,Lake County,0.21831
2014,30049,Montana,MT,Lewis and Clark County,0.31203
2014,30051,Montana,MT,Liberty County,0.15686
2014,30053,Montana,MT,Lincoln County,0.21591
2014,30055,Montana,MT,McCone County,0.11707
2014,30057,Montana,MT,Madison County,0.29677
2014,30059,Montana,MT,Meagher County,0.13772
2014,30061,Montana,MT,Mineral County,0.12689
2014,30063,Montana,MT,Missoula County,0.2657
2014,30065,Montana,MT,Musselshell County,0.11779
2014,30067,Montana,MT,Park County,0.23522
2014,30069,Montana,MT,Petroleum County,0.09804
2014,30071,Montana,MT,Phillips County,0.1148
2014,30073,Montana,MT,Pondera County,0.16914
2014,30075,Montana,MT,Powder River County,0.10465
2014,30077,Montana,MT,Powell County,0.20734
2014,30079,Montana,MT,Prairie County,0.12121
2014,30081,Montana,MT,Ravalli County,0.22567
2014,30083,Montana,MT,Richland County,0.17476
2014,30085,Montana,MT,Roosevelt County,0.11959
2014,30087,Montana,MT,Rosebud County,0.13342
2014,30089,Montana,MT,Sanders County,0.17222
2014,30091,Montana,MT,Sheridan County,0.13235
2014,30093,Montana,MT,Silver Bow County,0.23274
2014,30095,Montana,MT,Stillwater County,0.14667
2014,30097,Montana,MT,Sweet Grass County,0.1511
2014,30099,Montana,MT,Teton County,0.20522
2014,30101,Montana,MT,Toole County,0.14744
2014,30103,Montana,MT,Treasure County,0.06579
2014,30105,Montana,MT,Valley County,0.15599
2014,30107,Montana,MT,Wheatland County,0.16
2014,30109,Montana,MT,Wibaux County,0.14141
2014,30111,Montana,MT,Yellowstone County,0.23187
2014,31001,Nebraska,NE,Adams County,0.18193
2014,31003,Nebraska,NE,Antelope County,0.13835
2014,31005,Nebraska,NE,Arthur County,0.11111
2014,31007,Nebraska,NE,Banner County,0.12821
2014,31009,Nebraska,NE,Blaine County,0.05
2014,31011,Nebraska,NE,Boone County,0.12063
2014,31013,Nebraska,NE,Box Butte County,0.13297
2014,31015,Nebraska,NE,Boyd County,0.09859
2014,31017,Nebraska,NE,Brown County,0.10035
2014,31019,Nebraska,NE,Buffalo County,0.20071
2014,31021,Nebraska,NE,Burt County,0.12368
2014,31023,Nebraska,NE,Butler County,0.13498
2014,31025,Nebraska,NE,Cass County,0.23716
2014,31027,Nebraska,NE,Cedar County,0.1317
2014,31029,Nebraska,NE,Chase County,0.20428
2014,31031,Nebraska,NE,Cherry County,0.17788
2014,31033,Nebraska,NE,Cheyenne County,0.2606
2014,31035,Nebraska,NE,Clay County,0.1382
2014,31037,Nebraska,NE,Colfax County,0.08696
2014,31039,Nebraska,NE,Cuming County,0.15376
2014,31041,Nebraska,NE,Custer County,0.14781
2014,31043,Nebraska,NE,Dakota County,0.11932
2014,31045,Nebraska,NE,Dawes County,0.1913
2014,31047,Nebraska,NE,Dawson County,0.1199
2014,31049,Nebraska,NE,Deuel County,0.13636
2014,31051,Nebraska,NE,Dixon County,0.13145
2014,31053,Nebraska,NE,Dodge County,0.17022
2014,31055,Nebraska,NE,Douglas County,0.27462
2014,31057,Nebraska,NE,Dundy County,0.13397
2014,31059,Nebraska,NE,Fillmore County,0.14075
2014,31061,Nebraska,NE,Franklin County,0.14527
2014,31063,Nebraska,NE,Frontier County,0.1777
2014,31065,Nebraska,NE,Furnas County,0.16596
2014,31067,Nebraska,NE,Gage County,0.14684
2014,31069,Nebraska,NE,Garden County,0.11737
2014,31071,Nebraska,NE,Garfield County,0.18667
2014,31073,Nebraska,NE,Gosper County,0.18807
2014,31075,Nebraska,NE,Grant County,0.12162
2014,31077,Nebraska,NE,Greeley County,0.12648
2014,31079,Nebraska,NE,Hall County,0.17848
2014,31081,Nebraska,NE,Hamilton County,0.21259
2014,31083,Nebraska,NE,Harlan County,0.15562
2014,31085,Nebraska,NE,Hayes County,0.14019
2014,31087,Nebraska,NE,Hitchcock County,0.15441
2014,31089,Nebraska,NE,Holt County,0.15574
2014,31091,Nebraska,NE,Hooker County,0.26923
2014,31093,Nebraska,NE,Howard County,0.13551
2014,31095,Nebraska,NE,Jefferson County,0.1927
2014,31097,Nebraska,NE,Johnson County,0.07895
2014,31099,Nebraska,NE,Kearney County,0.15849
2014,31101,Nebraska,NE,Keith County,0.1734
2014,31103,Nebraska,NE,Keya Paha County,0.06897
2014,31105,Nebraska,NE,Kimball County,0.15385
2014,31107,Nebraska,NE,Knox County,0.13495
2014,31109,Nebraska,NE,Lancaster County,0.27229
2014,31111,Nebraska,NE,Lincoln County,0.14771
2014,31113,Nebraska,NE,Logan County,0.1375
2014,31115,Nebraska,NE,Loup County,0.06452
2014,31117,Nebraska,NE,McPherson County,0.16667
2014,31119,Nebraska,NE,Madison County,0.15515
2014,31121,Nebraska,NE,Merrick County,0.13342
2014,31123,Nebraska,NE,Morrill County,0.13481
2014,31125,Nebraska,NE,Nance County,0.12465
2014,31127,Nebraska,NE,Nemaha County,0.14493
2014,31129,Nebraska,NE,Nuckolls County,0.10437
2014,31131,Nebraska,NE,Otoe County,0.18502
2014,31133,Nebraska,NE,Pawnee County,0.14232
2014,31135,Nebraska,NE,Perkins County,0.16719
2014,31137,Nebraska,NE,Phelps County,0.20789
2014,31139,Nebraska,NE,Pierce County,0.13144
2014,31141,Nebraska,NE,Platte County,0.18708
2014,31143,Nebraska,NE,Polk County,0.17745
2014,31145,Nebraska,NE,Red Willow County,0.18021
2014,31147,Nebraska,NE,Richardson County,0.15473
2014,31149,Nebraska,NE,Rock County,0.12575
2014,31151,Nebraska,NE,Saline County,0.14253
2014,31153,Nebraska,NE,Sarpy County,0.27854
2014,31155,Nebraska,NE,Saunders County,0.20854
2014,31157,Nebraska,NE,Scotts Bluff County,0.17099
2014,31159,Nebraska,NE,Seward County,0.21134
2014,31161,Nebraska,NE,Sheridan County,0.14735
2014,31163,Nebraska,NE,Sherman County,0.13333
2014,31165,Nebraska,NE,Sioux County,0.07353
2014,31167,Nebraska,NE,Stanton County,0.15602
2014,31169,Nebraska,NE,Thayer County,0.14481
2014,31171,Nebraska,NE,Thomas County,0.17073
2014,31173,Nebraska,NE,Thurston County,0.167
2014,31175,Nebraska,NE,Valley County,0.1618
2014,31177,Nebraska,NE,Washington County,0.24335
2014,31179,Nebraska,NE,Wayne County,0.20058
2014,31181,Nebraska,NE,Webster County,0.16314
2014,31183,Nebraska,NE,Wheeler County,0.06593
2014,31185,Nebraska,NE,York County,0.17316
2014,32001,Nevada,NV,Churchill County,0.16231
2014,32003,Nevada,NV,Clark County,0.2129
2014,32005,Nevada,NV,Douglas County,0.25319
2014,32007,Nevada,NV,Elko County,0.17681
2014,32009,Nevada,NV,Esmeralda County,0.14706
2014,32011,Nevada,NV,Eureka County,0.12805
2014,32013,Nevada,NV,Humboldt County,0.14087
2014,32015,Nevada,NV,Lander County,0.08696
2014,32017,Nevada,NV,Lincoln County,0.15385
2014,32019,Nevada,NV,Lyon County,0.1552
2014,32021,Nevada,NV,Mineral County,0.09375
2014,32023,Nevada,NV,Nye County,0.15767
2014,32027,Nevada,NV,Pershing County,0.11883
2014,32029,Nevada,NV,Storey County,0.22376
2014,32031,Nevada,NV,Washoe County,0.26024
2014,32033,Nevada,NV,White Pine County,0.1588
2014,32510,Nevada,NV,Carson City,0.21769
2014,33001,New Hampshire,NH,Belknap County,0.23584
2014,33003,New Hampshire,NH,Carroll County,0.26035
2014,33005,New Hampshire,NH,Cheshire County,0.23771
2014,33007,New Hampshire,NH,Coos County,0.16597
2014,33009,New Hampshire,NH,Grafton County,0.25724
2014,33011,New Hampshire,NH,Hillsborough County,0.3102
2014,33013,New Hampshire,NH,Merrimack County,0.28413
2014,33015,New Hampshire,NH,Rockingham County,0.3221
2014,33017,New Hampshire,NH,Strafford County,0.25601
2014,33019,New Hampshire,NH,Sullivan County,0.21351
2014,34001,New Jersey,NJ,Atlantic County,0.1908
2014,34003,New Jersey,NJ,Bergen County,0.34878
2014,34005,New Jersey,NJ,Burlington County,0.28503
2014,34007,New Jersey,NJ,Camden County,0.25326
2014,34009,New Jersey,NJ,Cape May County,0.22693
2014,34011,New Jersey,NJ,Cumberland County,0.14522
2014,34013,New Jersey,NJ,Essex County,0.25518
2014,34015,New Jersey,NJ,Gloucester County,0.27026
2014,34017,New Jersey,NJ,Hudson County,0.29644
2014,34019,New Jersey,NJ,Hunterdon County,0.40822
2014,34021,New Jersey,NJ,Mercer County,0.30684
2014,34023,New Jersey,NJ,Middlesex County,0.33061
2014,34025,New Jersey,NJ,Monmouth County,0.33
2014,34027,New Jersey,NJ,Morris County,0.38602
2014,34029,New Jersey,NJ,Ocean County,0.23272
2014,34031,New Jersey,NJ,Passaic County,0.23011
2014,34033,New Jersey,NJ,Salem County,0.17265
2014,34035,New Jersey,NJ,Somerset County,0.3934
2014,34037,New Jersey,NJ,Sussex County,0.27404
2014,34039,New Jersey,NJ,Union County,0.25549
2014,34041,New Jersey,NJ,Warren County,0.26339
2014,35001,New Mexico,NM,Bernalillo County,0.28154
2014,35003,New Mexico,NM,Catron County,0.15498
2014,35005,New Mexico,NM,Chaves County,0.17478
2014,35006,New Mexico,NM,Cibola County,0.13757
2014,35007,New Mexico,NM,Colfax County,0.20772
2014,35009,New Mexico,NM,Curry County,0.14887
2014,35011,New Mexico,NM,De Baca County,0.15436
2014,35013,New Mexico,NM,Dona Ana County,0.2168
2014,35015,New Mexico,NM,Eddy County,0.1981
2014,35017,New Mexico,NM,Grant County,0.23253
2014,35019,New Mexico,NM,Guadalupe County,0.1413
2014,35021,New Mexico,NM,Harding County,0.12963
2014,35023,New Mexico,NM,Hidalgo County,0.16867
2014,35025,New Mexico,NM,Lea County,0.18095
2014,35027,New Mexico,NM,Lincoln County,0.21293
2014,35028,New Mexico,NM,Los Alamos County,0.49754
2014,35029,New Mexico,NM,Luna County,0.14165
2014,35031,New Mexico,NM,McKinley County,0.1171
2014,35033,New Mexico,NM,Mora County,0.27974
2014,35035,New Mexico,NM,Otero County,0.17022
2014,35037,New Mexico,NM,Quay County,0.12556
2014,35039,New Mexico,NM,Rio Arriba County,0.1952
2014,35041,New Mexico,NM,Roosevelt County,0.17647
2014,35043,New Mexico,NM,Sandoval County,0.28271
2014,35045,New Mexico,NM,San Juan County,0.17782
2014,35047,New Mexico,NM,San Miguel County,0.20336
2014,35049,New Mexico,NM,Santa Fe County,0.32179
2014,35051,New Mexico,NM,Sierra County,0.11315
2014,35053,New Mexico,NM,Socorro County,0.20603
2014,35055,New Mexico,NM,Taos County,0.26899
2014,35057,New Mexico,NM,Torrance County,0.19561
2014,35059,New Mexico,NM,Union County,0.18373
2014,35061,New Mexico,NM,Valencia County,0.19674
2014,36001,New York,NY,Albany County,0.28981
2014,36003,New York,NY,Allegany County,0.19611
2014,36005,New York,NY,Bronx County,0.13519
2014,36007,New York,NY,Broome County,0.24174
2014,36009,New York,NY,Cattaraugus County,0.15679
2014,36011,New York,NY,Cayuga County,0.17486
2014,36013,New York,NY,Chautauqua County,0.18431
2014,36015,New York,NY,Chemung County,0.19771
2014,36017,New York,NY,Chenango County,0.18316
2014,36019,New York,NY,Clinton County,0.18614
2014,36021,New York,NY,Columbia County,0.25847
2014,36023,New York,NY,Cortland County,0.20088
2014,36025,New York,NY,Delaware County,0.17444
2014,36027,New York,NY,Dutchess County,0.26164
2014,36029,New York,NY,Erie County,0.24487
2014,36031,New York,NY,Essex County,0.21503
2014,36033,New York,NY,Franklin County,0.1617
2014,36035,New York,NY,Fulton County,0.15597
2014,36037,New York,NY,Genesee County,0.17814
2014,36039,New York,NY,Greene County,0.20456
2014,36041,New York,NY,Hamilton County,0.18495
2014,36043,New York,NY,Herkimer County,0.1833
2014,36045,New York,NY,Jefferson County,0.18807
2014,36047,New York,NY,Kings County,0.24514
2014,36049,New York,NY,Lewis County,0.14662
2014,36051,New York,NY,Livingston County,0.19379
2014,36053,New York,NY,Madison County,0.23898
2014,36055,New York,NY,Monroe County,0.27837
2014,36057,New York,NY,Montgomery County,0.17466
2014,36059,New York,NY,Nassau County,0.30447
2014,36061,New York,NY,New York County,0.4668
2014,36063,New York,NY,Niagara County,0.20405
2014,36065,New York,NY,Oneida County,0.21414
2014,36067,New York,NY,Onondaga County,0.26855
2014,36069,New York,NY,Ontario County,0.24804
2014,36071,New York,NY,Orange County,0.23156
2014,36073,New York,NY,Orleans County,0.14706
2014,36075,New York,NY,Oswego County,0.1744
2014,36077,New York,NY,Otsego County,0.20605
2014,36079,New York,NY,Putnam County,0.30446
2014,36081,New York,NY,Queens County,0.22129
2014,36083,New York,NY,Rensselaer County,0.25417
2014,36085,New York,NY,Richmond County,0.23864
2014,36087,New York,NY,Rockland County,0.27876
2014,36089,New York,NY,St. Lawrence County,0.18365
2014,36091,New York,NY,Saratoga County,0.28925
2014,36093,New York,NY,Schenectady County,0.25568
2014,36095,New York,NY,Schoharie County,0.20465
2014,36097,New York,NY,Schuyler County,0.18665
2014,36099,New York,NY,Seneca County,0.1987
2014,36101,New York,NY,Steuben County,0.19213
2014,36103,New York,NY,Suffolk County,0.26455
2014,36105,New York,NY,Sullivan County,0.19148
2014,36107,New York,NY,Tioga County,0.21825
2014,36109,New York,NY,Tompkins County,0.36858
2014,36111,New York,NY,Ulster County,0.25117
2014,36113,New York,NY,Warren County,0.22971
2014,36115,New York,NY,Washington County,0.16504
2014,36117,New York,NY,Wayne County,0.21067
2014,36119,New York,NY,Westchester County,0.32127
2014,36121,New York,NY,Wyoming County,0.15263
2014,36123,New York,NY,Yates County,0.18198
2014,37001,North Carolina,NC,Alamance County,0.22105
2014,37003,North Carolina,NC,Alexander County,0.13335
2014,37005,North Carolina,NC,Alleghany County,0.16575
2014,37007,North Carolina,NC,Anson County,0.10114
2014,37009,North Carolina,NC,Ashe County,0.19632
2014,37011,North Carolina,NC,Avery County,0.2139
2014,37013,North Carolina,NC,Beaufort County,0.1578
2014,37015,North Carolina,NC,Bertie County,0.10414
2014,37017,North Carolina,NC,Bladen County,0.13086
2014,37019,North Carolina,NC,Brunswick County,0.23448
2014,37021,North Carolina,NC,Buncombe County,0.24597
2014,37023,North Carolina,NC,Burke County,0.15173
2014,37025,North Carolina,NC,Cabarrus County,0.26094
2014,37027,North Carolina,NC,Caldwell County,0.17026
2014,37029,North Carolina,NC,Camden County,0.28343
2014,37031,North Carolina,NC,Carteret County,0.22034
2014,37033,North Carolina,NC,Caswell County,0.15479
2014,37035,North Carolina,NC,Catawba County,0.21498
2014,37037,North Carolina,NC,Chatham County,0.27576
2014,37039,North Carolina,NC,Cherokee County,0.15595
2014,37041,North Carolina,NC,Chowan County,0.17403
2014,37043,North Carolina,NC,Clay County,0.19666
2014,37045,North Carolina,NC,Cleveland County,0.15939
2014,37047,North Carolina,NC,Columbus County,0.14373
2014,37049,North Carolina,NC,Craven County,0.19132
2014,37051,North Carolina,NC,Cumberland County,0.19694
2014,37053,North Carolina,NC,Currituck County,0.23786
2014,37055,North Carolina,NC,Dare County,0.30462
2014,37057,North Carolina,NC,Davidson County,0.18652
2014,37059,North Carolina,NC,Davie County,0.21794
2014,37061,North Carolina,NC,Duplin County,0.12824
2014,37063,North Carolina,NC,Durham County,0.31578
2014,37065,North Carolina,NC,Edgecombe County,0.12239
2014,37067,North Carolina,NC,Forsyth County,0.26102
2014,37069,North Carolina,NC,Franklin County,0.21155
2014,37071,North Carolina,NC,Gaston County,0.21365
2014,37073,North Carolina,NC,Gates County,0.12999
2014,37075,North Carolina,NC,Graham County,0.09649
2014,37077,North Carolina,NC,Granville County,0.20595
2014,37079,North Carolina,NC,Greene County,0.11071
2014,37081,North Carolina,NC,Guilford County,0.26683
2014,37083,North Carolina,NC,Halifax County,0.14679
2014,37085,North Carolina,NC,Harnett County,0.17773
2014,37087,North Carolina,NC,Haywood County,0.21046
2014,37089,North Carolina,NC,Henderson County,0.21626
2014,37091,North Carolina,NC,Hertford County,0.11781
2014,37093,North Carolina,NC,Hoke County,0.16417
2014,37095,North Carolina,NC,Hyde County,0.17391
2014,37097,North Carolina,NC,Iredell County,0.23127
2014,37099,North Carolina,NC,Jackson County,0.23098
2014,37101,North Carolina,NC,Johnston County,0.2239
2014,37103,North Carolina,NC,Jones County,0.17925
2014,37105,North Carolina,NC,Lee County,0.17989
2014,37107,North Carolina,NC,Lenoir County,0.14676
2014,37109,North Carolina,NC,Lincoln County,0.21304
2014,37111,North Carolina,NC,McDowell County,0.1626
2014,37113,North Carolina,NC,Macon County,0.1919
2014,37115,North Carolina,NC,Madison County,0.15348
2014,37117,North Carolina,NC,Martin County,0.13377
2014,37119,North Carolina,NC,Mecklenburg County,0.32577
2014,37121,North Carolina,NC,Mitchell County,0.15618
2014,37123,North Carolina,NC,Montgomery County,0.14669
2014,37125,North Carolina,NC,Moore County,0.20507
2014,37127,North Carolina,NC,Nash County,0.21203
2014,37129,North Carolina,NC,New Hanover County,0.27161
2014,37131,North Carolina,NC,Northampton County,0.10923
2014,37133,North Carolina,NC,Onslow County,0.18471
2014,37135,North Carolina,NC,Orange County,0.35924
2014,37137,North Carolina,NC,Pamlico County,0.19636
2014,37139,North Carolina,NC,Pasquotank County,0.1795
2014,37141,North Carolina,NC,Pender County,0.19933
2014,37143,North Carolina,NC,Perquimans County,0.22608
2014,37145,North Carolina,NC,Person County,0.16671
2014,37147,North Carolina,NC,Pitt County,0.23132
2014,37149,North Carolina,NC,Polk County,0.18467
2014,37151,North Carolina,NC,Randolph County,0.1781
2014,37153,North Carolina,NC,Richmond County,0.13744
2014,37155,North Carolina,NC,Robeson County,0.13106
2014,37157,North Carolina,NC,Rockingham County,0.1549
2014,37159,North Carolina,NC,Rowan County,0.17686
2014,37161,North Carolina,NC,Rutherford County,0.1679
2014,37163,North Carolina,NC,Sampson County,0.14359
2014,37165,North Carolina,NC,Scotland County,0.17059
2014,37167,North Carolina,NC,Stanly County,0.17817
2014,37169,North Carolina,NC,Stokes County,0.1639
2014,37171,North Carolina,NC,Surry County,0.17455
2014,37173,North Carolina,NC,Swain County,0.2215
2014,37175,North Carolina,NC,Transylvania County,0.20765
2014,37177,North Carolina,NC,Tyrrell County,0.13125
2014,37179,North Carolina,NC,Union County,0.28957
2014,37181,North Carolina,NC,Vance County,0.15225
2014,37183,North Carolina,NC,Wake County,0.38185
2014,37185,North Carolina,NC,Warren County,0.16179
2014,37187,North Carolina,NC,Washington County,0.12621
2014,37189,North Carolina,NC,Watauga County,0.26304
2014,37191,North Carolina,NC,Wayne County,0.17741
2014,37193,North Carolina,NC,Wilkes County,0.18362
2014,37195,North Carolina,NC,Wilson County,0.19508
2014,37197,North Carolina,NC,Yadkin County,0.16203
2014,37199,North Carolina,NC,Yancey County,0.13038
2014,38001,North Dakota,ND,Adams County,0.19763
2014,38003,North Dakota,ND,Barnes County,0.18474
2014,38005,North Dakota,ND,Benson County,0.11834
2014,38007,North Dakota,ND,Billings County,0.14953
2014,38009,North Dakota,ND,Bottineau County,0.18212
2014,38011,North Dakota,ND,Bowman County,0.16109
2014,38013,North Dakota,ND,Burke County,0.13171
2014,38015,North Dakota,ND,Burleigh County,0.25388
2014,38017,North Dakota,ND,Cass County,0.27091
2014,38019,North Dakota,ND,Cavalier County,0.17179
2014,38021,North Dakota,ND,Dickey County,0.14476
2014,38023,North Dakota,ND,Divide County,0.2
2014,38025,North Dakota,ND,Dunn County,0.12987
2014,38027,North Dakota,ND,Eddy County,0.125
2014,38029,North Dakota,ND,Emmons County,0.14243
2014,38031,North Dakota,ND,Foster County,0.1902
2014,38033,North Dakota,ND,Golden Valley County,0.1677
2014,38035,North Dakota,ND,Grand Forks County,0.23424
2014,38037,North Dakota,ND,Grant County,0.11636
2014,38039,North Dakota,ND,Griggs County,0.20161
2014,38041,North Dakota,ND,Hettinger County,0.12448
2014,38043,North Dakota,ND,Kidder County,0.11245
2014,38045,North Dakota,ND,LaMoure County,0.14685
2014,38047,North Dakota,ND,Logan County,0.14815
2014,38049,North Dakota,ND,McHenry County,0.14615
