Year,FIPS,State,County_Name,Description
2013,13305,GA,Wayne County,Micropolitan adjacent to a small metro area                                                         
2013,13307,GA,Webster County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,13309,GA,Wheeler County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,13311,GA,White County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,13313,GA,Whitfield County,Small-in a metro area with fewer than 1 million residents                                           
2013,13315,GA,Wilcox County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,13317,GA,Wilkes County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,13319,GA,Wilkinson County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,13321,GA,Worth County,Small-in a metro area with fewer than 1 million residents                                           
2013,15001,HI,Hawaii County,Micropolitan not adjacent to a metro area                                                           
2013,15003,HI,Honolulu County,Small-in a metro area with fewer than 1 million residents                                           
2013,15005,HI,Kalawao County,Small-in a metro area with fewer than 1 million residents                                           
2013,15007,HI,Kauai County,Micropolitan not adjacent to a metro area                                                           
2013,15009,HI,Maui County,Small-in a metro area with fewer than 1 million residents                                           
2013,16001,ID,Ada County,Small-in a metro area with fewer than 1 million residents                                           
2013,16003,ID,Adams County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents  "
2013,16005,ID,Bannock County,Small-in a metro area with fewer than 1 million residents                                           
2013,16007,ID,Bear Lake County,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          "
2013,16009,ID,Benewah County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,16011,ID,Bingham County,Micropolitan adjacent to a small metro area                                                         
2013,16013,ID,Blaine County,Micropolitan not adjacent to a metro area                                                           
2013,16015,ID,Boise County,Small-in a metro area with fewer than 1 million residents                                           
2013,16017,ID,Bonner County,Micropolitan adjacent to a small metro area                                                         
2013,16019,ID,Bonneville County,Small-in a metro area with fewer than 1 million residents                                           
2013,16021,ID,Boundary County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,16023,ID,Butte County,Small-in a metro area with fewer than 1 million residents                                           
2013,16025,ID,Camas County,Micropolitan not adjacent to a metro area                                                           
2013,16027,ID,Canyon County,Small-in a metro area with fewer than 1 million residents                                           
2013,16029,ID,Caribou County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,16031,ID,Cassia County,Micropolitan not adjacent to a metro area                                                           
2013,16033,ID,Clark County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents  "
2013,16035,ID,Clearwater County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,16037,ID,Custer County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,16039,ID,Elmore County,Micropolitan adjacent to a small metro area                                                         
2013,16041,ID,Franklin County,Small-in a metro area with fewer than 1 million residents                                           
2013,16043,ID,Fremont County,Micropolitan adjacent to a small metro area                                                         
2013,16045,ID,Gem County,Small-in a metro area with fewer than 1 million residents                                           
2013,16047,ID,Gooding County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,16049,ID,Idaho County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,16051,ID,Jefferson County,Small-in a metro area with fewer than 1 million residents                                           
2013,16053,ID,Jerome County,Micropolitan not adjacent to a metro area                                                           
2013,16055,ID,Kootenai County,Small-in a metro area with fewer than 1 million residents                                           
2013,16057,ID,Latah County,Micropolitan adjacent to a small metro area                                                         
2013,16059,ID,Lemhi County,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          "
2013,16061,ID,Lewis County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,16063,ID,Lincoln County,Micropolitan not adjacent to a metro area                                                           
2013,16065,ID,Madison County,Micropolitan adjacent to a small metro area                                                         
2013,16067,ID,Minidoka County,Micropolitan not adjacent to a metro area                                                           
2013,16069,ID,Nez Perce County,Small-in a metro area with fewer than 1 million residents                                           
2013,16071,ID,Oneida County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,16073,ID,Owyhee County,Small-in a metro area with fewer than 1 million residents                                           
2013,16075,ID,Payette County,Micropolitan adjacent to a small metro area                                                         
2013,16077,ID,Power County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,16079,ID,Shoshone County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,16081,ID,Teton County,Micropolitan not adjacent to a metro area                                                           
2013,16083,ID,Twin Falls County,Micropolitan not adjacent to a metro area                                                           
2013,16085,ID,Valley County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,16087,ID,Washington County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,17001,IL,Adams County,Micropolitan not adjacent to a metro area                                                           
2013,17003,IL,Alexander County,Small-in a metro area with fewer than 1 million residents                                           
2013,17005,IL,Bond County,Large-in a metro area with at least 1 million residents or more                                     
2013,17007,IL,Boone County,Small-in a metro area with fewer than 1 million residents                                           
2013,17009,IL,Brown County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              "
2013,17011,IL,Bureau County,Micropolitan not adjacent to a metro area                                                           
2013,17013,IL,Calhoun County,Large-in a metro area with at least 1 million residents or more                                     
2013,17015,IL,Carroll County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,17017,IL,Cass County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,17019,IL,Champaign County,Small-in a metro area with fewer than 1 million residents                                           
2013,17021,IL,Christian County,Micropolitan adjacent to a small metro area                                                         
2013,17023,IL,Clark County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,17025,IL,Clay County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,17027,IL,Clinton County,Large-in a metro area with at least 1 million residents or more                                     
2013,17029,IL,Coles County,Micropolitan not adjacent to a metro area                                                           
2013,17031,IL,Cook County,Large-in a metro area with at least 1 million residents or more                                     
2013,17033,IL,Crawford County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,17035,IL,Cumberland County,Micropolitan not adjacent to a metro area                                                           
2013,17037,IL,DeKalb County,Large-in a metro area with at least 1 million residents or more                                     
2013,17039,IL,De Witt County,Small-in a metro area with fewer than 1 million residents                                           
2013,17041,IL,Douglas County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,17043,IL,DuPage County,Large-in a metro area with at least 1 million residents or more                                     
2013,17045,IL,Edgar County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,17047,IL,Edwards County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents  "
2013,17049,IL,Effingham County,Micropolitan not adjacent to a metro area                                                           
2013,17051,IL,Fayette County,Noncore adjacent to a large metro area                                                              
2013,17053,IL,Ford County,Small-in a metro area with fewer than 1 million residents                                           
2013,17055,IL,Franklin County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,17057,IL,Fulton County,Micropolitan adjacent to a small metro area                                                         
2013,17059,IL,Gallatin County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,17061,IL,Greene County,Noncore adjacent to a large metro area                                                              
2013,17063,IL,Grundy County,Large-in a metro area with at least 1 million residents or more                                     
2013,17065,IL,Hamilton County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,17067,IL,Hancock County,Micropolitan not adjacent to a metro area                                                           
2013,17069,IL,Hardin County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents  "
2013,17071,IL,Henderson County,Micropolitan not adjacent to a metro area                                                           
2013,17073,IL,Henry County,Small-in a metro area with fewer than 1 million residents                                           
2013,17075,IL,Iroquois County,Noncore adjacent to a large metro area                                                              
2013,17077,IL,Jackson County,Small-in a metro area with fewer than 1 million residents                                           
2013,17079,IL,Jasper County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,17081,IL,Jefferson County,Micropolitan not adjacent to a metro area                                                           
2013,17083,IL,Jersey County,Large-in a metro area with at least 1 million residents or more                                     
2013,17085,IL,Jo Daviess County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,17087,IL,Johnson County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,17089,IL,Kane County,Large-in a metro area with at least 1 million residents or more                                     
2013,17091,IL,Kankakee County,Small-in a metro area with fewer than 1 million residents                                           
2013,17093,IL,Kendall County,Large-in a metro area with at least 1 million residents or more                                     
2013,17095,IL,Knox County,Micropolitan adjacent to a small metro area                                                         
2013,17097,IL,Lake County,Large-in a metro area with at least 1 million residents or more                                     
2013,17099,IL,La Salle County,Micropolitan adjacent to a large metro area                                                         
2013,17101,IL,Lawrence County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,17103,IL,Lee County,Micropolitan adjacent to a large metro area                                                         
2013,17105,IL,Livingston County,Micropolitan adjacent to a large metro area                                                         
2013,17107,IL,Logan County,Micropolitan adjacent to a small metro area                                                         
2013,17109,IL,McDonough County,Micropolitan not adjacent to a metro area                                                           
2013,17111,IL,McHenry County,Large-in a metro area with at least 1 million residents or more                                     
2013,17113,IL,McLean County,Small-in a metro area with fewer than 1 million residents                                           
2013,17115,IL,Macon County,Small-in a metro area with fewer than 1 million residents                                           
2013,17117,IL,Macoupin County,Large-in a metro area with at least 1 million residents or more                                     
2013,17119,IL,Madison County,Large-in a metro area with at least 1 million residents or more                                     
2013,17121,IL,Marion County,Micropolitan adjacent to a large metro area                                                         
2013,17123,IL,Marshall County,Small-in a metro area with fewer than 1 million residents                                           
2013,17125,IL,Mason County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,17127,IL,Massac County,Micropolitan not adjacent to a metro area                                                           
2013,17129,IL,Menard County,Small-in a metro area with fewer than 1 million residents                                           
2013,17131,IL,Mercer County,Small-in a metro area with fewer than 1 million residents                                           
2013,17133,IL,Monroe County,Large-in a metro area with at least 1 million residents or more                                     
2013,17135,IL,Montgomery County,Noncore adjacent to a large metro area                                                              
2013,17137,IL,Morgan County,Micropolitan adjacent to a small metro area                                                         
2013,17139,IL,Moultrie County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,17141,IL,Ogle County,Micropolitan adjacent to a large metro area                                                         
2013,17143,IL,Peoria County,Small-in a metro area with fewer than 1 million residents                                           
2013,17145,IL,Perry County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,17147,IL,Piatt County,Small-in a metro area with fewer than 1 million residents                                           
2013,17149,IL,Pike County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,17151,IL,Pope County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,17153,IL,Pulaski County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,17155,IL,Putnam County,Micropolitan adjacent to a small metro area                                                         
2013,17157,IL,Randolph County,Noncore adjacent to a large metro area                                                              
2013,17159,IL,Richland County,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          "
2013,17161,IL,Rock Island County,Small-in a metro area with fewer than 1 million residents                                           
2013,17163,IL,St. Clair County,Large-in a metro area with at least 1 million residents or more                                     
2013,17165,IL,Saline County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,17167,IL,Sangamon County,Small-in a metro area with fewer than 1 million residents                                           
2013,17169,IL,Schuyler County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,17171,IL,Scott County,Micropolitan not adjacent to a metro area                                                           
2013,17173,IL,Shelby County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,17175,IL,Stark County,Small-in a metro area with fewer than 1 million residents                                           
2013,17177,IL,Stephenson County,Micropolitan adjacent to a small metro area                                                         
2013,17179,IL,Tazewell County,Small-in a metro area with fewer than 1 million residents                                           
2013,17181,IL,Union County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,17183,IL,Vermilion County,Small-in a metro area with fewer than 1 million residents                                           
2013,17185,IL,Wabash County,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          "
2013,17187,IL,Warren County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,17189,IL,Washington County,Noncore adjacent to a large metro area                                                              
2013,17191,IL,Wayne County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,17193,IL,White County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,17195,IL,Whiteside County,Micropolitan adjacent to a small metro area                                                         
2013,17197,IL,Will County,Large-in a metro area with at least 1 million residents or more                                     
2013,17199,IL,Williamson County,Small-in a metro area with fewer than 1 million residents                                           
2013,17201,IL,Winnebago County,Small-in a metro area with fewer than 1 million residents                                           
2013,17203,IL,Woodford County,Small-in a metro area with fewer than 1 million residents                                           
2013,18001,IN,Adams County,Micropolitan adjacent to a small metro area                                                         
2013,18003,IN,Allen County,Small-in a metro area with fewer than 1 million residents                                           
2013,18005,IN,Bartholomew County,Small-in a metro area with fewer than 1 million residents                                           
2013,18007,IN,Benton County,Small-in a metro area with fewer than 1 million residents                                           
2013,18009,IN,Blackford County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,18011,IN,Boone County,Large-in a metro area with at least 1 million residents or more                                     
2013,18013,IN,Brown County,Large-in a metro area with at least 1 million residents or more                                     
2013,18015,IN,Carroll County,Small-in a metro area with fewer than 1 million residents                                           
2013,18017,IN,Cass County,Micropolitan adjacent to a small metro area                                                         
2013,18019,IN,Clark County,Large-in a metro area with at least 1 million residents or more                                     
2013,18021,IN,Clay County,Small-in a metro area with fewer than 1 million residents                                           
2013,18023,IN,Clinton County,Micropolitan adjacent to a large metro area                                                         
2013,18025,IN,Crawford County,Noncore adjacent to a large metro area                                                              
2013,18027,IN,Daviess County,Micropolitan not adjacent to a metro area                                                           
2013,18029,IN,Dearborn County,Large-in a metro area with at least 1 million residents or more                                     
2013,18031,IN,Decatur County,Micropolitan adjacent to a large metro area                                                         
2013,18033,IN,DeKalb County,Micropolitan adjacent to a small metro area                                                         
2013,18035,IN,Delaware County,Small-in a metro area with fewer than 1 million residents                                           
2013,18037,IN,Dubois County,Micropolitan not adjacent to a metro area                                                           
2013,18039,IN,Elkhart County,Small-in a metro area with fewer than 1 million residents                                           
2013,18041,IN,Fayette County,Micropolitan adjacent to a large metro area                                                         
2013,18043,IN,Floyd County,Large-in a metro area with at least 1 million residents or more                                     
2013,18045,IN,Fountain County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,18047,IN,Franklin County,Noncore adjacent to a large metro area                                                              
2013,18049,IN,Fulton County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,18051,IN,Gibson County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,18053,IN,Grant County,Micropolitan adjacent to a large metro area                                                         
2013,18055,IN,Greene County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,18057,IN,Hamilton County,Large-in a metro area with at least 1 million residents or more                                     
2013,18059,IN,Hancock County,Large-in a metro area with at least 1 million residents or more                                     
2013,18061,IN,Harrison County,Large-in a metro area with at least 1 million residents or more                                     
2013,18063,IN,Hendricks County,Large-in a metro area with at least 1 million residents or more                                     
2013,18065,IN,Henry County,Micropolitan adjacent to a large metro area                                                         
2013,18067,IN,Howard County,Small-in a metro area with fewer than 1 million residents                                           
2013,18069,IN,Huntington County,Micropolitan adjacent to a small metro area                                                         
2013,18071,IN,Jackson County,Micropolitan adjacent to a small metro area                                                         
2013,18073,IN,Jasper County,Large-in a metro area with at least 1 million residents or more                                     
2013,18075,IN,Jay County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,18077,IN,Jefferson County,Micropolitan adjacent to a large metro area                                                         
2013,18079,IN,Jennings County,Micropolitan adjacent to a small metro area                                                         
2013,18081,IN,Johnson County,Large-in a metro area with at least 1 million residents or more                                     
2013,18083,IN,Knox County,Micropolitan not adjacent to a metro area                                                           
2013,18085,IN,Kosciusko County,Micropolitan adjacent to a small metro area                                                         
2013,18087,IN,LaGrange County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,18089,IN,Lake County,Large-in a metro area with at least 1 million residents or more                                     
2013,18091,IN,LaPorte County,Small-in a metro area with fewer than 1 million residents                                           
2013,18093,IN,Lawrence County,Micropolitan adjacent to a small metro area                                                         
2013,18095,IN,Madison County,Large-in a metro area with at least 1 million residents or more                                     
2013,18097,IN,Marion County,Large-in a metro area with at least 1 million residents or more                                     
2013,18099,IN,Marshall County,Micropolitan adjacent to a small metro area                                                         
2013,18101,IN,Martin County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,18103,IN,Miami County,Micropolitan adjacent to a small metro area                                                         
2013,18105,IN,Monroe County,Small-in a metro area with fewer than 1 million residents                                           
2013,18107,IN,Montgomery County,Micropolitan adjacent to a large metro area                                                         
2013,18109,IN,Morgan County,Large-in a metro area with at least 1 million residents or more                                     
2013,18111,IN,Newton County,Large-in a metro area with at least 1 million residents or more                                     
2013,18113,IN,Noble County,Micropolitan adjacent to a small metro area                                                         
2013,18115,IN,Ohio County,Large-in a metro area with at least 1 million residents or more                                     
2013,18117,IN,Orange County,Noncore adjacent to a large metro area                                                              
2013,18119,IN,Owen County,Small-in a metro area with fewer than 1 million residents                                           
2013,18121,IN,Parke County,Noncore adjacent to a large metro area                                                              
2013,18123,IN,Perry County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,18125,IN,Pike County,Micropolitan adjacent to a small metro area                                                         
2013,18127,IN,Porter County,Large-in a metro area with at least 1 million residents or more                                     
2013,18129,IN,Posey County,Small-in a metro area with fewer than 1 million residents                                           
2013,18131,IN,Pulaski County,Noncore adjacent to a large metro area                                                              
2013,18133,IN,Putnam County,Large-in a metro area with at least 1 million residents or more                                     
2013,18135,IN,Randolph County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,18137,IN,Ripley County,Noncore adjacent to a large metro area                                                              
2013,18139,IN,Rush County,Noncore adjacent to a large metro area                                                              
2013,18141,IN,St. Joseph County,Small-in a metro area with fewer than 1 million residents                                           
2013,18143,IN,Scott County,Large-in a metro area with at least 1 million residents or more                                     
2013,18145,IN,Shelby County,Large-in a metro area with at least 1 million residents or more                                     
2013,18147,IN,Spencer County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,18149,IN,Starke County,Noncore adjacent to a large metro area                                                              
2013,18151,IN,Steuben County,Micropolitan not adjacent to a metro area                                                           
2013,18153,IN,Sullivan County,Small-in a metro area with fewer than 1 million residents                                           
2013,18155,IN,Switzerland County,Noncore adjacent to a large metro area                                                              
2013,18157,IN,Tippecanoe County,Small-in a metro area with fewer than 1 million residents                                           
2013,18159,IN,Tipton County,Noncore adjacent to a large metro area                                                              
2013,18161,IN,Union County,Large-in a metro area with at least 1 million residents or more                                     
2013,18163,IN,Vanderburgh County,Small-in a metro area with fewer than 1 million residents                                           
2013,18165,IN,Vermillion County,Small-in a metro area with fewer than 1 million residents                                           
2013,18167,IN,Vigo County,Small-in a metro area with fewer than 1 million residents                                           
2013,18169,IN,Wabash County,Micropolitan adjacent to a small metro area                                                         
2013,18171,IN,Warren County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,18173,IN,Warrick County,Small-in a metro area with fewer than 1 million residents                                           
2013,18175,IN,Washington County,Large-in a metro area with at least 1 million residents or more                                     
2013,18177,IN,Wayne County,Micropolitan not adjacent to a metro area                                                           
2013,18179,IN,Wells County,Small-in a metro area with fewer than 1 million residents                                           
2013,18181,IN,White County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,18183,IN,Whitley County,Small-in a metro area with fewer than 1 million residents                                           
2013,19001,IA,Adair County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,19003,IA,Adams County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents  "
2013,19005,IA,Allamakee County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,19007,IA,Appanoose County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,19009,IA,Audubon County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,19011,IA,Benton County,Small-in a metro area with fewer than 1 million residents                                           
2013,19013,IA,Black Hawk County,Small-in a metro area with fewer than 1 million residents                                           
2013,19015,IA,Boone County,Micropolitan adjacent to a small metro area                                                         
2013,19017,IA,Bremer County,Small-in a metro area with fewer than 1 million residents                                           
2013,19019,IA,Buchanan County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,19021,IA,Buena Vista County,Micropolitan not adjacent to a metro area                                                           
2013,19023,IA,Butler County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,19025,IA,Calhoun County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              "
2013,19027,IA,Carroll County,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          "
2013,19029,IA,Cass County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,19031,IA,Cedar County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,19033,IA,Cerro Gordo County,Micropolitan not adjacent to a metro area                                                           
2013,19035,IA,Cherokee County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,19037,IA,Chickasaw County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,19039,IA,Clarke County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,19041,IA,Clay County,Micropolitan not adjacent to a metro area                                                           
2013,19043,IA,Clayton County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,19045,IA,Clinton County,Micropolitan adjacent to a small metro area                                                         
2013,19047,IA,Crawford County,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          "
2013,19049,IA,Dallas County,Small-in a metro area with fewer than 1 million residents                                           
2013,19051,IA,Davis County,Micropolitan not adjacent to a metro area                                                           
2013,19053,IA,Decatur County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents  "
2013,19055,IA,Delaware County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,19057,IA,Des Moines County,Micropolitan not adjacent to a metro area                                                           
2013,19059,IA,Dickinson County,Micropolitan not adjacent to a metro area                                                           
2013,19061,IA,Dubuque County,Small-in a metro area with fewer than 1 million residents                                           
2013,19063,IA,Emmet County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,19065,IA,Fayette County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,19067,IA,Floyd County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,19069,IA,Franklin County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,19071,IA,Fremont County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,19073,IA,Greene County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,19075,IA,Grundy County,Small-in a metro area with fewer than 1 million residents                                           
2013,19077,IA,Guthrie County,Small-in a metro area with fewer than 1 million residents                                           
2013,19079,IA,Hamilton County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,19081,IA,Hancock County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,19083,IA,Hardin County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,19085,IA,Harrison County,Small-in a metro area with fewer than 1 million residents                                           
2013,19087,IA,Henry County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,19089,IA,Howard County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,19091,IA,Humboldt County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,19093,IA,Ida County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,19095,IA,Iowa County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,19097,IA,Jackson County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,19099,IA,Jasper County,Micropolitan adjacent to a small metro area                                                         
2013,19101,IA,Jefferson County,Micropolitan not adjacent to a metro area                                                           
2013,19103,IA,Johnson County,Small-in a metro area with fewer than 1 million residents                                           
2013,19105,IA,Jones County,Small-in a metro area with fewer than 1 million residents                                           
2013,19107,IA,Keokuk County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,19109,IA,Kossuth County,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          "
2013,19111,IA,Lee County,Micropolitan not adjacent to a metro area                                                           
2013,19113,IA,Linn County,Small-in a metro area with fewer than 1 million residents                                           
2013,19115,IA,Louisa County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,19117,IA,Lucas County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,19119,IA,Lyon County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,19121,IA,Madison County,Small-in a metro area with fewer than 1 million residents                                           
2013,19123,IA,Mahaska County,Micropolitan not adjacent to a metro area                                                           
2013,19125,IA,Marion County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,19127,IA,Marshall County,Micropolitan adjacent to a small metro area                                                         
2013,19129,IA,Mills County,Small-in a metro area with fewer than 1 million residents                                           
2013,19131,IA,Mitchell County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,19133,IA,Monona County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,19135,IA,Monroe County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,19137,IA,Montgomery County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,19139,IA,Muscatine County,Micropolitan adjacent to a small metro area                                                         
2013,19141,IA,O'Brien County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,19143,IA,Osceola County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,19145,IA,Page County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,19147,IA,Palo Alto County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,19149,IA,Plymouth County,Small-in a metro area with fewer than 1 million residents                                           
2013,19151,IA,Pocahontas County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              "
2013,19153,IA,Polk County,Small-in a metro area with fewer than 1 million residents                                           
2013,19155,IA,Pottawattamie County,Small-in a metro area with fewer than 1 million residents                                           
2013,19157,IA,Poweshiek County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,19159,IA,Ringgold County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents  "
2013,19161,IA,Sac County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              "
2013,19163,IA,Scott County,Small-in a metro area with fewer than 1 million residents                                           
2013,19165,IA,Shelby County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,19167,IA,Sioux County,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          "
2013,19169,IA,Story County,Small-in a metro area with fewer than 1 million residents                                           
2013,19171,IA,Tama County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,19173,IA,Taylor County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              "
2013,19175,IA,Union County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,19177,IA,Van Buren County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              "
2013,19179,IA,Wapello County,Micropolitan not adjacent to a metro area                                                           
2013,19181,IA,Warren County,Small-in a metro area with fewer than 1 million residents                                           
