State FIPS Code,state name,State Abbreviation,Year,min_wage
50,Vermont,VT,2000,5.75
50,Vermont,VT,2001,6.25
50,Vermont,VT,2002,6.25
50,Vermont,VT,2003,6.25
50,Vermont,VT,2004,6.75
50,Vermont,VT,2005,7
50,Vermont,VT,2006,7.25
50,Vermont,VT,2007,7.53000021
50,Vermont,VT,2008,7.679999828
50,Vermont,VT,2009,8.06000042
50,Vermont,VT,2010,8.06000042
50,Vermont,VT,2011,8.149999619
50,Vermont,VT,2012,8.460000038
50,Vermont,VT,2013,8.600000381
50,Vermont,VT,2014,8.729999542
50,Vermont,VT,2015,9.149999619
50,Vermont,VT,2016,9.600000381
53,Washington,WA,1974,2
53,Washington,WA,1975,2.099999905
53,Washington,WA,1976,2.299999952
53,Washington,WA,1977,2.299999952
53,Washington,WA,1978,2.650000095
53,Washington,WA,1979,2.900000095
53,Washington,WA,1980,3.099999905
53,Washington,WA,1981,3.349999905
53,Washington,WA,1982,3.349999905
53,Washington,WA,1983,3.349999905
53,Washington,WA,1984,3.349999905
53,Washington,WA,1985,3.349999905
53,Washington,WA,1986,3.349999905
53,Washington,WA,1987,3.349999905
53,Washington,WA,1988,3.349999905
53,Washington,WA,1989,3.849999905
53,Washington,WA,1990,4.25
53,Washington,WA,1991,4.25
53,Washington,WA,1992,4.25
53,Washington,WA,1993,4.25
53,Washington,WA,1994,4.900000095
53,Washington,WA,1995,4.900000095
53,Washington,WA,1996,4.900000095
53,Washington,WA,1997,4.983561516
53,Washington,WA,1998,5.150000095
53,Washington,WA,1999,5.699999809
53,Washington,WA,2000,6.5
53,Washington,WA,2001,6.71999979
53,Washington,WA,2002,6.900000095
53,Washington,WA,2003,7.010000229
53,Washington,WA,2004,7.159999847
53,Washington,WA,2005,7.349999905
53,Washington,WA,2006,7.630000114
53,Washington,WA,2007,7.929999828
53,Washington,WA,2008,8.069999695
53,Washington,WA,2009,8.550000191
53,Washington,WA,2010,8.550000191
53,Washington,WA,2011,8.670000076
53,Washington,WA,2012,9.039999962
53,Washington,WA,2013,9.18999958
53,Washington,WA,2014,9.319999695
53,Washington,WA,2015,9.470000267
53,Washington,WA,2016,9.470000267
55,Wisconsin,WI,1974,2
55,Wisconsin,WI,1975,2.099999905
55,Wisconsin,WI,1976,2.299999952
55,Wisconsin,WI,1977,2.299999952
55,Wisconsin,WI,1978,2.650000095
55,Wisconsin,WI,1979,2.900000095
55,Wisconsin,WI,1980,3.099999905
55,Wisconsin,WI,1981,3.349999905
55,Wisconsin,WI,1982,3.349999905
55,Wisconsin,WI,1983,3.349999905
55,Wisconsin,WI,1984,3.349999905
55,Wisconsin,WI,1985,3.349999905
55,Wisconsin,WI,1986,3.349999905
55,Wisconsin,WI,1987,3.349999905
55,Wisconsin,WI,1988,3.349999905
55,Wisconsin,WI,1989,3.501232862
55,Wisconsin,WI,1990,3.763013601
55,Wisconsin,WI,1991,4.139040947
55,Wisconsin,WI,1992,4.25
55,Wisconsin,WI,1993,4.25
55,Wisconsin,WI,1994,4.25
55,Wisconsin,WI,1995,4.25
55,Wisconsin,WI,1996,4.375682831
55,Wisconsin,WI,1997,4.883698463
55,Wisconsin,WI,1998,5.150000095
55,Wisconsin,WI,1999,5.150000095
55,Wisconsin,WI,2000,5.150000095
55,Wisconsin,WI,2001,5.150000095
55,Wisconsin,WI,2002,5.150000095
55,Wisconsin,WI,2003,5.150000095
55,Wisconsin,WI,2004,5.150000095
55,Wisconsin,WI,2005,5.472465515
55,Wisconsin,WI,2006,6.169041157
55,Wisconsin,WI,2007,6.5
55,Wisconsin,WI,2008,6.521994591
55,Wisconsin,WI,2009,6.858767033
55,Wisconsin,WI,2010,7.25
55,Wisconsin,WI,2011,7.25
55,Wisconsin,WI,2012,7.25
55,Wisconsin,WI,2013,7.25
55,Wisconsin,WI,2014,7.25
55,Wisconsin,WI,2015,7.25
55,Wisconsin,WI,2016,7.25
54,West Virginia,WV,1974,2
54,West Virginia,WV,1975,2.099999905
54,West Virginia,WV,1976,2.299999952
54,West Virginia,WV,1977,2.299999952
54,West Virginia,WV,1978,2.650000095
54,West Virginia,WV,1979,2.900000095
54,West Virginia,WV,1980,3.099999905
54,West Virginia,WV,1981,3.349999905
54,West Virginia,WV,1982,3.349999905
54,West Virginia,WV,1983,3.349999905
54,West Virginia,WV,1984,3.349999905
54,West Virginia,WV,1985,3.349999905
54,West Virginia,WV,1986,3.349999905
54,West Virginia,WV,1987,3.349999905
54,West Virginia,WV,1988,3.349999905
54,West Virginia,WV,1989,3.349999905
54,West Virginia,WV,1990,3.689041138
54,West Virginia,WV,1991,4.139040947
54,West Virginia,WV,1992,4.25
54,West Virginia,WV,1993,4.25
54,West Virginia,WV,1994,4.25
54,West Virginia,WV,1995,4.25
54,West Virginia,WV,1996,4.375682831
54,West Virginia,WV,1997,4.883698463
54,West Virginia,WV,1998,5.150000095
54,West Virginia,WV,1999,5.150000095
54,West Virginia,WV,2000,5.150000095
54,West Virginia,WV,2001,5.150000095
54,West Virginia,WV,2002,5.150000095
54,West Virginia,WV,2003,5.150000095
54,West Virginia,WV,2004,5.150000095
54,West Virginia,WV,2005,5.150000095
54,West Virginia,WV,2006,5.502876759
54,West Virginia,WV,2007,6.202876568
54,West Virginia,WV,2008,6.901912689
54,West Virginia,WV,2009,7.25
54,West Virginia,WV,2010,7.25
54,West Virginia,WV,2011,7.25
54,West Virginia,WV,2012,7.25
54,West Virginia,WV,2013,7.25
54,West Virginia,WV,2014,7.25
54,West Virginia,WV,2015,8
54,West Virginia,WV,2016,8.75
56,Wyoming,WY,1974,2
56,Wyoming,WY,1975,2.099999905
56,Wyoming,WY,1976,2.299999952
56,Wyoming,WY,1977,2.299999952
56,Wyoming,WY,1978,2.650000095
56,Wyoming,WY,1979,2.900000095
56,Wyoming,WY,1980,3.099999905
56,Wyoming,WY,1981,3.349999905
56,Wyoming,WY,1982,3.349999905
56,Wyoming,WY,1983,3.349999905
56,Wyoming,WY,1984,3.349999905
56,Wyoming,WY,1985,3.349999905
56,Wyoming,WY,1986,3.349999905
56,Wyoming,WY,1987,3.349999905
56,Wyoming,WY,1988,3.349999905
56,Wyoming,WY,1989,3.349999905
56,Wyoming,WY,1990,3.689041138
56,Wyoming,WY,1991,4.139040947
56,Wyoming,WY,1992,4.25
56,Wyoming,WY,1993,4.25
56,Wyoming,WY,1994,4.25
56,Wyoming,WY,1995,4.25
56,Wyoming,WY,1996,4.375682831
56,Wyoming,WY,1997,4.883698463
56,Wyoming,WY,1998,5.150000095
56,Wyoming,WY,1999,5.150000095
56,Wyoming,WY,2000,5.150000095
56,Wyoming,WY,2001,5.150000095
56,Wyoming,WY,2002,5.150000095
56,Wyoming,WY,2003,5.150000095
56,Wyoming,WY,2004,5.150000095
56,Wyoming,WY,2005,5.150000095
56,Wyoming,WY,2006,5.150000095
56,Wyoming,WY,2007,5.458766937
56,Wyoming,WY,2008,6.157923698
56,Wyoming,WY,2009,6.858767033
56,Wyoming,WY,2010,7.25
56,Wyoming,WY,2011,7.25
56,Wyoming,WY,2012,7.25
56,Wyoming,WY,2013,7.25
56,Wyoming,WY,2014,7.25
56,Wyoming,WY,2015,7.25
56,Wyoming,WY,2016,7.25
